page,title,category,id,url,day,cover_url,short_text
57,who will you save? who will you serve?,,474983,https://lhcodega.itch.io/save-serve-hothorrorjam,303,https://img.itch.zone/aW1nLzI0MzgyMjcucG5n/315x250%23c/rWgQdC.png,"Recreating the myth of Shamhat and Enkidu, players must reconcile politics, consent, and intimacy."
43,Escort Yourself Out,,267774,https://violet-elder.itch.io/escort-yourself-out,304,https://img.itch.zone/aW1hZ2UvMjY3Nzc0LzEyOTE4MjAucG5n/315x250%23c/mc1UDw.png,"a game about trauma, triggers, and self-compassion"
40,Darkest Wave,,132207,https://duckmansd.itch.io/darkest-wave,305,https://img.itch.zone/aW1hZ2UvMTMyMjA3LzYwNzE1Ni5wbmc=/315x250%23c/QsUd%2F5.png,Darkest Wave is a retro shoot-em up done in bright colors and a unique style.
25,Predicate,,319093,https://boboto.itch.io/predicate,306,https://img.itch.zone/aW1nLzE1NzI1NTcuZ2lm/315x250%23c/zt%2BVjL.gif,Ensnare enemies and dodge bullets in this colourful bullet-hell
25,Lonely Wolf Treat,,51556,https://nomnomnami.itch.io/lonely-wolf-treat,307,https://img.itch.zone/aW1hZ2UvNTE1NTYvMjI3OTM1LnBuZw==/315x250%23c/1ryYYj.png,the story of a wolf who moves in to a town full of rabbits
16,Apollo Visualizer Kit,Tool,53022,https://kichex.itch.io/apollovisualizer,308,https://img.itch.zone/aW1nLzI3NzUwNTAuZ2lm/315x250%23c/KKMkS1.gif,Tool for music visualizations without writing code
5,Rym 9000,,85269,https://sonoshee.itch.io/rym9k,309,https://img.itch.zone/aW1hZ2UvODUyNjkvOTk4NjAwLnBuZw==/315x250%23c/WGFWcF.png,Hyperkinetic shooter designed  to make your eyes bleed
40,Manna for our Malices,,168799,https://enkiv2.itch.io/manna-for-our-malices,310,https://img.itch.zone/aW1hZ2UvMTY4Nzk5Lzc4MjUyMS5wbmc=/315x250%23c/rOckVf.png,"After dying unexpectedly, Akagi Ai becomes unstuck in time in a town full of secrets."
36,Cat Ace,,231849,https://misclabs.itch.io/cat-ace,311,https://img.itch.zone/aW1hZ2UvMjMxODQ5LzEzNzc1MDcucG5n/315x250%23c/gvRk1B.png,An aerial combat arcade shooter.
1,EXTREME MEATPUNKS FOREVER,,207901,https://hthr.itch.io/extreme-meatpunks-forever,312,https://img.itch.zone/aW1hZ2UvMjA3OTAxLzEzMjA3ODUucG5n/315x250%23c/Txx7nn.png,Gay disaster mech pilots killing fascists
41,Collared,,589910,https://estragonhelmer.itch.io/collared,313,https://img.itch.zone/aW1nLzMxMTU1OTkuanBn/315x250%23c/3IBjbG.jpg,a furry puzzle platformer
50,Try,Web,338602,https://ergman.itch.io/try,314,https://img.itch.zone/aW1nLzE2Nzk2NTQucG5n/315x250%23c/DcIw%2Bv.png,"You can't always get what you want, but you can try."
43,Super Platformer Gun,,469254,https://expressostudios.itch.io/super-platformer-gun,315,https://img.itch.zone/aW1nLzIzOTkyNjAucG5n/315x250%23c/d2GxKT.png,"Solve the problems that you will find along the way with the Platformer gun, create your own solutions and answers!"
6,The Hex,,320479,https://danielmullinsgames.itch.io/the-hex,316,https://img.itch.zone/aW1nLzE2NjQzMjguZ2lm/315x250%23c/0GpPzn.gif,"In a creaky old tavern, in a forgotten corner of the video-game universe, a storm is raging..."
26,Time Stone,,8919,https://scared-square-games.itch.io/time-stone,317,https://img.itch.zone/aW1hZ2UvODkxOS8yNTQwMS5wbmc=/315x250%23c/TS0TM%2F.png,Uncover the Professor’s secret and rescue him from the evil clutches of the Warlock!
49,Image of Perfection,,435012,https://crystalgameworks.itch.io/image-of-perfection,318,https://img.itch.zone/aW1nLzIxODEyNzcucG5n/315x250%23c/4ZbZvr.png,Fight ghosts and ghosts from your past.
50,Otherside,,318655,https://benlap.itch.io/otherside,319,https://img.itch.zone/aW1nLzE1ODM3NDgucG5n/315x250%23c/flmtaW.png,trippy sci-fi thriller
3,Game Development Cheatsheets - 2018 Edition,Other,282296,https://allurious.itch.io/cheatsheets2018,320,https://img.itch.zone/aW1hZ2UvMjgyMjk2LzEzNzM1NzkucG5n/315x250%23c/Sbi4XF.png,A bumper pack of A4 print-ready fliers that describe various roles in game development and how to get started!
2,Depth of Extinction,,88142,https://hofstudios.itch.io/doe,321,https://img.itch.zone/aW1nLzMxNDc0ODkucG5n/315x250%23c/pv%2BE2e.png,Explore a flooded world in this tactical RPG
46,Homing,,586898,https://pigeonkind.itch.io/homing,322,https://img.itch.zone/aW1nLzMwOTU4MjMucG5n/315x250%23c/39MOUW.png,"A sad, queer, narrative-focused epistolary game."
1,2064: Read Only Memories,,16726,https://midboss.itch.io/rom,323,https://img.itch.zone/aW1hZ2UvMTY3MjYvNTIwNzI5LnBuZw==/315x250%23c/BPlvs0.png,A New Cyberpunk Adventure
7,Visual Out,,17697,https://madameberry.itch.io/visual-out,324,https://img.itch.zone/aW1hZ2UvMTc2OTcvMTc5NzIzLmdpZg==/315x250%23c/Bk58CM.gif,Broken.  Abandoned.  Replaced.
5,Boa Retina,,148128,https://jenniferraye.itch.io/boa-retina,325,https://img.itch.zone/aW1hZ2UvMTQ4MTI4LzcxMDYyNy5naWY=/315x250%23c/J1EiGa.gif,messy gender uncertainty
16,Neocolonialism,,97034,https://subalterngames.itch.io/neocolonialism,326,https://img.itch.zone/aW1hZ2UvOTcwMzQvNDUzOTc0LnBuZw==/315x250%23c/3Q6NCU.png,Ruin everything
47,The Archives of Evil Dr BA,,591658,https://abecam.itch.io/the-archives-of-evil-dr-ba,327,https://img.itch.zone/aW1nLzMxMzI3MDAucG5n/315x250%23c/AUqQOt.png,"Mini-Maxi Games, old and not so old, with full sources for all to play or modify (and share)"
8,Hollow Head,,443656,https://rubeki.itch.io/hollow-head,328,https://img.itch.zone/aW1nLzI4Njg1ODMucG5n/315x250%23c/RFoCeZ.png,"You wake up to a horrible smell, and whispering vents in your apartment. Something's wrong."
16,Monster Pub Chapter 3,,243981,https://isoplod.itch.io/monster-pub-chapter-3,329,https://img.itch.zone/aW1hZ2UvMjQzOTgxLzExNjczNjcucG5n/315x250%23c/to8zAB.png,A casual narrative game about making friends!
25,Starlight Shores,,591886,https://tidalblossoms.itch.io/starlight-shores,330,https://img.itch.zone/aW1nLzM0Mzc2NjgucG5n/315x250%23c/5ogAb5.png,Wish on shooting stars while you enjoy a weekend getaway at the beach!
37,VoltAge:Genesis,,393285,https://golden-fish-entertainment.itch.io/volt-age-genesis,331,https://img.itch.zone/aW1nLzIwMTQ5MTUucG5n/315x250%23c/8WA1Lg.png,Freely explore a deadly wasteland as you uncover a plot to awaken an ancient evil.
27,Last Knight: Rogue Rider Edition,,270,https://tocogames.itch.io/last-knight,332,https://img.itch.zone/aW1hZ2UvMjcwLzE2Nzk5LmpwZw==/315x250%23c/LaA2zc.jpg,Last Knight is over-the-top jousting action in a beautiful brutal fantasy world!
54,PHN-HOME,,596353,https://devin-raposo.itch.io/phn-home,333,https://img.itch.zone/aW1nLzMxNzYwNTgucG5n/315x250%23c/fh2e4z.png,Got your number.
10,Tiny Dangerous Dungeons,,378902,https://adventureislands.itch.io/tiny-dangerous-dungeons,334,https://img.itch.zone/aW1nLzE4OTc4NDkucG5n/315x250%23c/k8rXC%2B.png,A Game Boy inspired mini-metroidvania!
46,Portal Dogs,,591171,https://brain-connected.itch.io/portal-dogs,335,https://img.itch.zone/aW1nLzMxMjQxODgucG5n/315x250%23c/rPBqHs.png,"In the puzzle platformer Portal Dogs, a horde of dogs are following their king through the portal world."
25,Dorfromantik,,618864,https://toukana.itch.io/dorfromantik,336,https://img.itch.zone/aW1nLzMyOTA1NTIucG5n/315x250%23c/nhlLVY.png,"A soft-strategy village building game, pure ""Dorfromantik""!"
11,Jam and the Mystery of the Mysteriously Spooky Mansion,,498716,https://arc-res.itch.io/jam-and-the-mystery-of-the-mysteriously-spooky-mansion,337,https://img.itch.zone/aW1nLzI1Nzk3MDQucG5n/315x250%23c/YWlr34.png,A reverse whodunnit point-and-click game.
5,BIT RAT : Singularity,,181186,https://bucketdrumgames.itch.io/bitrat,338,https://img.itch.zone/aW1hZ2UvMTgxMTg2LzEwMTA3NDkuZ2lm/315x250%23c/7rFx%2B9.gif,A hand-pixeled story-driven cyberpunk puzzler
45,Trash wars,,495352,https://pestogames.itch.io/trash-wars,339,https://img.itch.zone/aW1nLzI1NjEzOTkucG5n/315x250%23c/jn7T9O.png,Trash your enemy!
22,SOMOS,,174550,https://sprawl.itch.io/somos,340,https://img.itch.zone/aW1hZ2UvMTc0NTUwLzgxNDU4Ni5wbmc=/315x250%23c/swcpPf.png,An Abstract Monochromatic Action Game
35,The Reaper's Almanac,,503564,https://partheniad.itch.io/reapers-almanac,341,https://img.itch.zone/aW1nLzI2NDE1OTMucG5n/315x250%23c/ptWDWd.png,A letter writing game about embracing death and celebrating life.
18,Kubyx,,177413,https://kronbits.itch.io/kubyx,342,https://img.itch.zone/aW1hZ2UvMTc3NDEzLzgyODY4OC5wbmc=/315x250%23c/Oy%2F%2Fga.png,Minimal Super Meat Boy clone of one-screen levels
5,a new life.,,624121,https://zephyo.itch.io/a-new-life,343,https://img.itch.zone/aW1nLzMzOTUyMDguZ2lm/315x250%23c/7se2rP.gif,"When your loved one hurts you, what do you do? A classic love story about letting go."
55,The Morrison Survival Game,,516496,https://jonjongamesofficial.itch.io/the-morrison-survival-game,344,https://img.itch.zone/aW1nLzI2ODE5OTAucG5n/315x250%23c/0BA84%2F.png,
9,Fumiko!,,120345,https://fumikogamestudio.itch.io/fumiko,345,https://img.itch.zone/aW1hZ2UvMTIwMzQ1LzY3NTY5OS5wbmc=/315x250%23c/sH6pvG.png,This gravity-defying 3D Platformer takes you on a surreal trip through a twisted virtual network.
12,Secrets of Raetikon,,33617,https://brokenrules.itch.io/secrets-of-raetikon,346,https://img.itch.zone/aW1hZ2UvMzM2MTcvNjAzMDMxLnBuZw==/315x250%23c/E%2F2ApJ.png,Uncover the Secrets of Rætikon
45,MONUMENTAL FAILURE,,73442,https://scary-wizard.itch.io/monumental-failure,347,https://img.itch.zone/aW1hZ2UvNzM0NDIvNDk4MTcxLmdpZg==/315x250%23c/Lm1C5n.gif,"A historically (in)accurate, physics-based, monument construction simulator!"
31,Worlds Without Master Issue 3,Other,229503,https://epidiah.itch.io/worlds-without-master-issue-3,348,https://img.itch.zone/aW1hZ2UvMjI5NTAzLzEwODY1NDkuanBn/315x250%23cb/4vY5Mw.jpg,"A PDF magazine of sword & sorcery tales, games, and comics. Includes Swords Without Master!"
2,Quiet as a Stone,,153505,https://distantlantern.itch.io/quietasastone,349,https://img.itch.zone/aW1hZ2UvMTUzNTA1LzEyNjE2ODQucG5n/315x250%23c/841WQM.png,Throw Rocks Plant Trees. Ambient slow game for casual creators. Countryside exploration and creation.
22,Concentric,,210768,https://zerofiftyone.itch.io/concentric,350,https://img.itch.zone/aW1hZ2UvMjEwNzY4Lzk5NDk4OC5naWY=/315x250%23c/G6nZLV.gif,Concentric is a minimalist action game about gracefully moving in circles
11,HellStar Squadron,,252145,https://cosmiccrystal.itch.io/hellstar-squadron,351,https://img.itch.zone/aW1hZ2UvMjUyMTQ1LzEyMTA2OTIucG5n/315x250%23c/uuDUyi.png,Embark on an adventure through space with the ferocious HELLSTAR SQUADRON.
21,Bazookrash,,144158,https://shinyuden.itch.io/bazookrash,352,https://img.itch.zone/aW1hZ2UvMTQ0MTU4LzY2MDQwNS5wbmc=/315x250%23c/riu1k3.png,FPS starring a bear with insomnia
55,Ominous!,,19718,https://dustytome.itch.io/ominous,353,https://img.itch.zone/aW1hZ2UvMTk3MTgvNzY1NzYuanBn/315x250%23c/t52uJG.jpg,"""How did my life come to this?"""
20,Daydreamour,,641226,https://moonmetrodigital.itch.io/daydreamour,354,https://img.itch.zone/aW1nLzM0MzIzMTcucG5n/315x250%23c/EWPrI2.png,A 1-bit micro platformer about daydreams of parkour
30,Spring Falls,,630983,https://sparsegamedev.itch.io/spring-falls,355,https://img.itch.zone/aW1nLzMzODI0MzYucG5n/315x250%23c/WxNxml.png,"A peaceful puzzle game about water, erosion, and watching things grow."
37,Moonstone Deep,,175936,https://criacuervos.itch.io/moonstone-deep,356,https://img.itch.zone/aW1hZ2UvMTc1OTM2LzgyMTkwMy5wbmc=/315x250%23c/AISFJs.png,"Explore, make hard choices, fight!"
49,"a completely normal dating simulation that is definitely completely sweet, innocent and normal",,517695,https://educated-child-games.itch.io/normaldatingsim,357,https://img.itch.zone/aW1nLzI3ODg4NTcucG5n/315x250%23c/8Ezo16.png,this game is very normal and not terrifying at all.
49,Penance,,517235,https://akselmo.itch.io/penance,358,https://img.itch.zone/aW1nLzI2ODYxNjUuZ2lm/315x250%23c/h%2BOJcZ.gif,"Destroy sin, earn your Peace. Oldschool FPS with procedural levels and a campaign mode"
17,Spectres of the Cold,,233448,https://danbolt.itch.io/spectres-of-the-cold,359,https://img.itch.zone/aW1hZ2UvMjMzNDQ4LzEyMDI3NDAuZ2lm/315x250%23c/rZ%2FDg2.gif,Here I felt my flesh become the food of my fears.
56,Quible Sphere,,228033,https://hertzole.itch.io/quible-sphere,360,https://img.itch.zone/aW1hZ2UvMjI4MDMzLzEzNTQ5NDUucG5n/315x250%23c/899Wcr.png,Ball rolling platformer
12,AIdol,,250337,https://ebihime.itch.io/aidol,361,https://img.itch.zone/aW1hZ2UvMjUwMzM3LzExOTU5MzIucG5n/315x250%23c/XNRNa9.png,A fangirl helps her much-beloved idol find her missing programmer.
13,Your Future Self,,323955,https://contortionist-games.itch.io/your-future-self,362,https://img.itch.zone/aW1nLzE4NzgwMDAucG5n/315x250%23c/VOJH29.png,Convince your future self of the wrongness of their actions.
37,Cabbibos Play Pack,,298543,https://cabbibo.itch.io/play-pack,363,https://img.itch.zone/aW1hZ2UvMjk4NTQzLzE0NjA0MjgucG5n/315x250%23c/OBMdLX.png,"a plethora VR sketches. projects, and experiments for your consumption and enjoyment"
27,Test Tube Titans,,363463,https://ghosttime.itch.io/test-tube-titans,364,https://img.itch.zone/aW1nLzMyNTkxMzQucG5n/315x250%23c/HjCaYV.png,Create and Destroy
21,Patches Of Adventure,,48438,https://xhunterko.itch.io/patches-of-adventure,365,https://img.itch.zone/aW1hZ2UvNDg0MzgvMjExMjY0LnBuZw==/315x250%23c/mYQcPU.png,Have a short adventure looking for seeds growing your power!
37,Infiniboss,,469151,https://happy-frog-games.itch.io/infiniboss,366,https://img.itch.zone/aW1nLzI0MzYwNTkucG5n/315x250%23c/cfQKju.png,Keep dodging against an ever-changing boss you can't attack!
24,Crate Punks,,568372,https://laboriousrex.itch.io/cratepunks,367,https://img.itch.zone/aW1nLzMwNTM4OTUucG5n/315x250%23c/Q7vhSP.png,Throw the map at your friends! ( + FREE DEMO )
19,Miles Infernum,,309881,https://badjano.itch.io/miles-infernum,368,https://img.itch.zone/aW1nLzE2MjE3NDUuZ2lm/315x250%23c/5TmKMP.gif,There’s no rest in Hell. There’s no peace in Hell.
26,Hotel Paradise,,19887,https://kaiclavier.itch.io/hotel-paradise,369,https://img.itch.zone/aW1hZ2UvMTk4ODcvODQ3MjQuZ2lm/315x250%23c/Q8bkBB.gif,Come and stay awhile!
2,Beglitched,,84840,https://hexecutable.itch.io/beglitched,370,https://img.itch.zone/aW1hZ2UvODQ4NDAvNDE2ODg0LmdpZg==/315x250%23c/biPgXj.gif,a Cyberpink Adventure
19,Photoshop Inkers,Tool,81964,https://arcade.itch.io/photoshop-inkers,371,https://img.itch.zone/aW1hZ2UvODE5NjQvMzg1ODUyLmpwZw==/315x250%23c/Kq0sX7.jpg,
37,Color Jumper,,283494,https://tallbeard.itch.io/color-jumper,372,https://img.itch.zone/aW1hZ2UvMjgzNDk0LzEzNzg3OTEuZ2lm/315x250%23c/Mu9fx9.gif,"An abstract, color-based puzzle platformer."
1,"Walden, a game",,120396,https://gameinnovationlab.itch.io/walden,373,https://img.itch.zone/aW1hZ2UvMTIwMzk2Lzk4MTQxNi5wbmc=/315x250%23c/OqKkWA.png,Experience Henry David Thoreau's life in Walden Woods.
10,WATER'S FINE,,256792,https://owch.itch.io/watersfine,374,https://img.itch.zone/aW1nLzIxMzUyODUuZ2lm/315x250%23c/VffYAg.gif,come on in
34,soundStrider,,570917,https://shiftbacktick.itch.io/soundstrider,375,https://img.itch.zone/aW1nLzM4MDU5MjIucG5n/315x250%23c/6Xet2y.png,Psychedelic audio exploration game
24,Paint Game,,435145,https://mjm.itch.io/paintgame,376,https://img.itch.zone/aW1nLzIzNDc5MTkuZ2lm/315x250%23c/R%2Fq%2FeM.gif,walk around and paint on everything in an interactive coloring book
30,Play With Gilbert,,237505,https://joure.itch.io/play-with-gilbert,377,https://img.itch.zone/aW1hZ2UvMjM3NTA1LzExMzAzMzQuanBn/315x250%23c/LUq7cH.jpg,Gilbert is a very curious cat who loves to go on adventures.
31,12 orbits,,72345,https://nothing-to-be-scared-of.itch.io/12-orbits,378,https://img.itch.zone/aW1nLzM2ODE2ODYucG5n/315x250%23c/p0%2FRnS.png,"12 players, one keyboard / smartphone / gamepad / touchscreen / makey makey..."
18,SpringBack,,306649,https://sweet-arsenic.itch.io/springback,379,https://img.itch.zone/aW1nLzE5NjczMjYuanBn/315x250%23c/J7OdJG.jpg,Two evolving and linked creatures travel through beautiful environments. Cooperate to vanquish your enemies!
52,Remnants,,451923,https://june-flower.itch.io/remnants,380,https://img.itch.zone/aW1nLzI2MTI3MzAucG5n/315x250%23c/Q3JVJ8.png,-Uncover What Lies Below-
1,Gladiabots,,37968,https://gfx47.itch.io/gladiabots,381,https://img.itch.zone/aW1nLzM2MTk5NzQucG5n/315x250%23c/9d74zQ.png,AI Combat Arena
16,Chess Mix,,360495,https://keithburgungames.itch.io/chess-mix,382,https://img.itch.zone/aW1nLzIwMTI5NjYucG5n/315x250%23c/P8N9Q2.png,The TRUE untold story of chess. A one-player tactics game about partying!
54,Asteroid Quest! (Classic),,195327,https://dooskington.itch.io/asteroid-quest-classic,383,https://img.itch.zone/aW1hZ2UvMTk1MzI3LzkxMjc2MS5wbmc=/315x250%23c/cjJquL.png,"Mine asteroids, purchase upgrades, and be a space lad."
7,Crescent Loom,,75594,https://wick.itch.io/crescent-loom,384,https://img.itch.zone/aW1hZ2UvNzU1OTQvOTA4Mjg5LnBuZw==/315x250%23c/z5ja%2Fo.png,Weave new lifeforms. Play free in-browser!
54,Wordsum Blitz,,96338,https://pixelshotgames.itch.io/wordsum-blitz,385,https://img.itch.zone/aW1hZ2UvOTYzMzgvNDUwODAzLmpwZw==/315x250%23c/qSlv8F.jpg,Tetris with words
7,Splinter Zone,,112661,https://mokka.itch.io/splinter-zone,386,https://img.itch.zone/aW1hZ2UvMTEyNjYxLzY1MjE4OS5wbmc=/315x250%23c/3pC8ay.png,Escape Eternal Punishment
45,Bear-ly There,,142210,https://palemoongames.itch.io/bearly-there,387,https://img.itch.zone/aW1hZ2UvMTQyMjEwLzY1MTMwMS5wbmc=/315x250%23c/qCe3EM.png,"Help Barris bulk up for Winter, we are going to need a lot of food!"
7,JUMPGRID,,230625,https://ianmaclarty.itch.io/jumpgrid,388,https://img.itch.zone/aW1nLzE4MTIwODAucG5n/315x250%23c/Ws72s1.png,White-knuckle speed-Pac-Man.
47,Escape Room Simulator - Alpha Access,,596184,https://liamtwose.itch.io/ers-alpha,389,https://img.itch.zone/aW1nLzMxNzU2NDkucG5n/315x250%23c/MDWot7.png,Escape Rooms or Build your very own in Escape Room Simulator.
24,Saving You From Yourself - Unity Remake,Web,579000,https://taylormccue.itch.io/savingyou-unity,390,https://img.itch.zone/aW1nLzMxMTM3MzcucG5n/315x250%23c/BWMI2U.png,Unity Version
38,Super Ledgehop: Double Laser,,328908,https://chairgtables.itch.io/superledgehop,391,https://img.itch.zone/aW1nLzM2NzA2NTcucG5n/315x250%23c/G31vUc.png,Cheese it up with Chizuru and SHOOT TO THE BEAT OF THE SONG in this top down bullet hell shooter!
9,The Wolf's Bite,,170906,https://ericmbernier.itch.io/the-wolfs-bite,392,https://img.itch.zone/aW1hZ2UvMTcwOTA2Lzc5NDE2Mi5wbmc=/315x250%23c/aWVtlH.png,Competitive Interactive Adventure Game
51,Zeph,,664158,https://prongt.itch.io/zeph,393,https://img.itch.zone/aW1nLzM1Nzk2MDguanBn/315x250%23c/rMBdTd.jpg,
35,warm,,350628,https://krispycat.itch.io/warm,394,https://img.itch.zone/aW1nLzE3NDQ0NDMucG5n/315x250%23c/HWtRM4.png,"""All I feel is numbing cold...But I think I'm used to it."""
14,The Real Texas,,75051,https://kittylambda.itch.io/the-real-texas,395,https://img.itch.zone/aW1hZ2UvNzUwNTEvMzQ3NjEyLnBuZw==/315x250%23c/j3ZD%2Bx.png,"""These days, folks have a lot of funny ideas about what makes a Real Cowboy..."""
6,[EN/ESP] The Tail Makes the Fox - Episode 1,,153479,https://reineworks.itch.io/the-tail-makes-the-fox,396,https://img.itch.zone/aW1hZ2UvMTUzNDc5LzcwMzUxNC5wbmc=/315x250%23c/fuD%2BFQ.png,"As an auditor of Hell, you're sent off to investigate a wayward governor. Where will your journey bring you?"
11,Thrunt,,58778,https://mugsgames.itch.io/thrunt,397,https://img.itch.zone/aW1nLzM2MTQyMzkucG5n/315x250%23c/7uM0KN.png,A super-tricky time-attack thrust-em-up
46,Jiayou MemoVirus,,583779,https://rature.itch.io/jiayou-memovirus,398,https://img.itch.zone/aW1nLzMwODkzODYucG5n/315x250%23c/gLYSnC.png,"A documentary tactical memory-game, about Wuhan confinement. And some public inconsistences too..."
4,Metamorphabet,,24907,https://vectorpark.itch.io/metamorphabet,399,https://img.itch.zone/aW1hZ2UvMjQ5MDcvOTk5MjQuZ2lm/315x250%23c/yYvEiH.gif,"A playful, interactive alphabet."
26,east van EP,,9339,https://cemelusine.itch.io/east-van-ep,400,https://img.itch.zone/aW1hZ2UvOTMzOS80ODEwODguanBn/315x250%23c/1rVf9d.jpg,A Videogame Extended Play
15,FLAT FORM FIGHTER,,411633,https://j-a-i-l.itch.io/fff,401,https://img.itch.zone/aW1nLzIzNzE1NTMuZ2lm/315x250%23c/V9NuXa.gif,chaotic slapdown in a dark universe
13,A Kishoutenketsu in the countryside,,115347,https://remi-tootata.itch.io/a-kishoutenketsu-in-the-countryside,402,https://img.itch.zone/aW1hZ2UvMTE1MzQ3LzUzNDEwOS5wbmc=/315x250%23c/3bRgTV.png,"Explore the outdoors, face four puzzles and live great adventures."
5,TANGLEWOOD® (SEGA Mega Drive and Genesis),,176207,https://bigevilcorporation.itch.io/tanglewood,403,https://img.itch.zone/aW1hZ2UvMTc2MjA3LzEwOTY0ODYucG5n/315x250%23c/O5SRZl.png,TANGLEWOOD® for SEGA Mega Drive / Genesis
47,OddyTree,,477223,https://zwizausch.itch.io/oddytree,404,https://img.itch.zone/aW1nLzI0NTc1NTcuZ2lm/315x250%23c/daq2GM.gif,"A tree odyssey, keep your balance and reach the edge of the birch-forest!"
55,4-LEGGED-HEROINE,,598388,https://moustachelemon.itch.io/4-legged-heroine,405,https://img.itch.zone/aW1nLzMxNjg5MTYucG5n/315x250%23c/oXBwMj.png,A short-game by Sergio 'Trac' Eslava & Wolfgang Aktion
25,TimeOut,,623217,https://christopherlee.itch.io/timeout,406,https://img.itch.zone/aW1nLzM0MDU2NTkuZ2lm/315x250%23c/yQBVKC.gif,Film noir 2.5D pixel art narrative game in a time based currency system.
3,Pixel Fireplace,,91014,https://hammertail.itch.io/pixel-fireplace,407,https://img.itch.zone/aW1hZ2UvOTEwMTQvNDM5MzE0LmdpZg==/315x250%23c/rnZeIw.gif,Roast marshmallows and throw fresh logs onto the fire. Type words to interact. Sit back and enjoy.
41,Bewildebots,,420564,https://jadeusgames.itch.io/bewildebots,408,https://img.itch.zone/aW1nLzIwOTU0MTgucG5n/315x250%23c/EmuNeF.png,Please try to keep our robots alive . They've been through enough...
43,Eves Drop,,352161,https://8points.itch.io/eves-drop,409,https://img.itch.zone/aW1nLzIzMTU0MjkuZ2lm/315x250%23c/K1XxSB.gif,Free-fall through cyberspace terminating cybersecurity and hacking powerful software upgrades for your EVE program.
10,Interactivity: The Interactive Experience,,52859,https://aethericgames.itch.io/interactivity-the-interactive-experience,410,https://img.itch.zone/aW1nLzI1NDM0MjEucG5n/315x250%23c/ouW5Ml.png,Please enjoy this interactive exhibition. But not The Button.
45,My Haunted Doll,,568630,https://amaxang-games.itch.io/my-haunted-doll,411,https://img.itch.zone/aW1nLzI5ODc3MjAucG5n/315x250%23c/6j2HO8.png,My Haunted Doll is a 2D Survival Horror game based on the story of the cursed doll of the 1800s.
8,Rooftop Cop,,10191,https://eselsi.itch.io/rooftop-cop,412,https://img.itch.zone/aW1nLzE3NDE5MTkucG5n/315x250%23c/yJnXV9.png,2014 // A collection of five games + album
46,Greg the Clumsy Ghost,,228527,https://thatanimeweirdo.itch.io/greg-the-clumsy,413,https://img.itch.zone/aW1hZ2UvMjI4NTI3LzEwODE0MTAucG5n/315x250%23c/R0VPh6.png,A small puzzle-like lawn mowing adventure
13,The Aquatic Adventure of the Last Human,,35588,https://ycjy.itch.io/aquaticadventure,414,https://img.itch.zone/aW1hZ2UvMzU1ODgvMTU0MzczLnBuZw==/315x250%23c/ek5oeo.png,A pixelated action-adventure about the last living human exploring the submerged Earth.
50,Qavo,,325812,https://masensodki.itch.io/qavo,415,https://img.itch.zone/aW1nLzE2MTA5NTgucG5n/315x250%23c/YowD0x.png,Solve your way through twenty lethal sliding block puzzles
50,WILOO,,332970,https://julianoferreiradelima.itch.io/wiloo,416,https://img.itch.zone/aW1nLzE2NDg4MDQucG5n/315x250%23c/t%2BD0TM.png,A  2D old-school platformer with colorful graphics and heartwarming soundtrack.
32,NO THING,,65770,https://evilindiegames.itch.io/no-thing,417,https://img.itch.zone/aW1hZ2UvNjU3NzAvMjk3NzU4LmdpZg==/315x250%23c/%2BhCR6p.gif,NO THING - Surreal Arcade Trip
34,Factory Hiro,,217065,https://radzone.itch.io/factory-hiro,418,https://img.itch.zone/aW1hZ2UvMjE3MDY1LzEwNTA3OTQuZ2lm/315x250%23c/G8tH6Z.gif,"You play as Hiro / He works at the factory / Work hard, Hiro-san!"
58,Fat Bear Week,,645955,https://teamfatbears.itch.io/fatbearweek,419,https://img.itch.zone/aW1nLzM0NzM3NjQucG5n/315x250%23c/Q%2FS2mg.png,Become the chonkiest bear of them all!
42,Vaporwave Wallpaper Pack,Other,448542,https://shorkie.itch.io/vaporwavebackgroundpack,420,https://img.itch.zone/aW1nLzIyNzIzODEucG5n/315x250%23c/MvF%2BuH.png,a Vaporwave Background Pack by Shorkie
2,Secret Little Haven,,217240,https://ristar.itch.io/secret-little-haven,421,https://img.itch.zone/aW1hZ2UvMjE3MjQwLzEwMjU1NzUucG5n/315x250%23c/U2PJrZ.png,"A game about a trans girl discovering herself through fandom, chats, and the early internet."
29,Forever Lost: Episode 3,,35577,https://glitchgames.itch.io/forever-lost-episode-3,422,https://img.itch.zone/aW1hZ2UvMzU1NzcvMTU5NjcxLmdpZg==/315x250%23c/A7xyMx.gif,The truth is near. Look inside.
22,Cardiac,,491396,https://katanalevy.itch.io/cardiac,423,https://img.itch.zone/aW1nLzI2MzU4MjMuanBn/315x250%23c/bK0G%2Be.jpg,An unnerving dream
46,盆栽 カレンダー (BONSAI CALENDAR),,74471,https://soapod.itch.io/bonsai-calendar,424,https://img.itch.zone/aW1hZ2UvNzQ0NzEvMzQ0NTA5LmpwZw==/315x250%23c/Ww5qUA.jpg,A piece of software that helps one take good care of his/her bonsai tree.
34,Just Rain,Other,118517,https://robysoft.itch.io/just-rain,425,https://img.itch.zone/aW1hZ2UvMTE4NTE3LzU0Njk5MS5wbmc=/315x250%23c/BOA7hW.png,The soothing audiovisual rain simulator is back!
